ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO23N001470,행사,행사,제9회 김광석노래부르기,대구광역시,중구,2711015700,대봉동,2711068000,대봉1동,271104223081,대구광역시 중구 동덕로8길 34-20(대봉동),17982,라마999631,128.6066276,35.85982116,청라국민체육센터,2021-10-02,2021-10-02,전국 규모 김광석 노래경연 대회 개최,대구문화방송㈜,대구광역시 중구,대구광역시+대구광역시 중구,053-661-2177,,,2023-07-12,3410000,대구광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001471,행사,행사,제10회 김광석노래부르기,대구광역시,중구,2711015700,대봉동,2711068000,대봉1동,271104223081,대구광역시 중구 동덕로8길 34-20(대봉동),17901,라마999631,128.6066276,35.85982116,신천둔치(대봉교아래),2022-10-01,2022-10-01,전국 규모 김광석 노래경연 대회 개최,대구문화방송㈜,대구광역시 중구,대구광역시+대구광역시 중구,053-661-2177,,,2023-07-12,3410000,대구광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001472,행사,행사,김광석길페스티벌,대구광역시,중구,2711015700,대봉동,2711068000,대봉1동,271104223081,대구광역시 중구 동덕로8길 34-20(대봉동),17972,라마999631,128.6066276,35.85982116,김광석길 일원(김광석길야외콘서트홀),2020-11-07,2020-11-08,대구레코드 페어+ 김광석 노래 편곡 오케스트라 공연+ 버스킹+ 유튜브 라이브중계,방천문화예술협회,방천문화예술협회,대구광역시+대구광역시 중구,053-661-2177,,,2023-07-12,3410000,대구광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001473,행사,행사,김광석길페스티벌,대구광역시,중구,2711015700,대봉동,2711068000,대봉1동,271104223081,대구광역시 중구 동덕로8길 34-20(대봉동),17982,라마999631,128.6066276,35.85982116,김광석길 일원(김광석길야외콘서트홀),2021-10-09,2021-10-10,대구레코드 페어+ 김광석 노래 편곡 오케스트라 공연+ 버스킹+ 유튜브 라이브중계,방천문화예술협회,방천문화예술협회,대구광역시+대구광역시 중구,053-661-2177,,,2023-07-12,3410000,대구광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001474,행사,행사,김광석길페스티벌,대구광역시,중구,2711015700,대봉동,2711068000,대봉1동,271104223081,대구광역시 중구 동덕로8길 34-20(대봉동),41952,라마999631,128.6066276,35.85982116,김광석길 일원(김광석길야외콘서트홀),2022-10-08,2022-10-09,골목퍼레이드+ 방천해피콘서트+ 방천열린포럼+ 방천골목오페라 등,방천문화예술협회,방천문화예술협회,대구광역시+대구광역시 중구,053-661-2177,,,2023-07-12,3410000,대구광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001475,행사,행사,여수동동북축제,전라남도,여수시,4613012800,학동,4613078000,쌍봉동,461303282043,전라남도 여수시 소호로 606,17982,라라143401,127.6572796,34.75590207,장소미정,2024-08-01,2024-08-01,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,여수동동북축제추진위원회,전라남도 여수시청,,061-659-4744,http://www.yeosu.go.kr/dongdong,,2024-02-20,4810000,전라남도 여수시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001476,행사,행사,청년거리문화한마당,전라남도,여수시,4613012800,학동,4613078000,쌍봉동,461303282044,전라남도 여수시 시청로 1,17901,라라148406,127.661568,34.76014841,여수시 일원,2024-04-01,2024-12-31,거리공연+프리마켓 등,공모사업 선정,전라남도 여수시청,,061-659-4744,,,2024-02-20,4810000,전라남도 여수시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001477,행사,행사,제7회 전포커피축제,부산광역시,부산진구,2623010200,전포동,2623060000,전포1동,262303129010,부산광역시 부산진구 동천로 92(전포동),47293,마라423857,129.0630291,35.1570356,놀이마루,2023-10-13,2023-10-15,전포 코오피 스쿨+아바타투어 등 부산진구 SNS를 활용한 다양한 체험+이벤트 프로그램 운영,부산광역시 부산진구청,부산광역시 부산진구청,부산광역시 부산진구청,051-605-4524,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,,2024-02-13,3290000,부산광역시 부산진구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001478,행사,행사,부산진구 서면 빛축제,부산광역시,부산진구,2623010800,부암동,2623064000,부암1동,262303129030,부산광역시 부산진구 시민공원로30 (범전동),59615,마라414863,129.053188,35.16283064,서면일번가,2023-10-13,2024-02-04,테마별 빛 시설물 조성 + 문화예술 프로그램 운영,부산광역시 부산진구청,부산광역시 부산진구청,부산광역시 부산진구청,051-605-4522,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003007000,,2024-02-13,3290000,부산광역시 부산진구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001479,행사,행사,제7회 홍천강 별빛음악 맥주축제,강원특별자치도,홍천군,5172025024,홍천읍 갈마곡리,5172025000,홍천읍,427204475304,강원특별자치도 홍천군 홍천읍 산림공원1길 29,59737,라사347657,,,홍천시장일원+토리숲,2023-08-01,2023-08-06,축제+공연+대회,(재)홍천문화재단,강원특별자치도 홍천군,,,,,2023-08-01,4250000,강원도 홍천군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001480,행사,행사,성주참외&생명문화축제,경상북도,성주군,4784025021,성주읍 경산리,4784025000,성주읍,478403311038,경상북도 성주군 성주읍 성주로 3204,59607,라마707693,128.2840727,35.91846997,성주군 일원,2023-05-18,2023-05-21,"개막식, 공연 체험 전시 먹거리존 운영, 불꽃쇼",경상북도 성주군축제추진위원회,경상북도 성주군축제추진위원회,,054-930-6982,https://sj.go.kr/sjlife,,2023-07-13,5210000,경상북도 성주군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001481,행사,행사,제2회 강릉 비치비어페스티벌,강원특별자치도,강릉시,5115013800,안현동,5115066500,경포동,421503220043,강원특별자치도 강릉시 창해로 514,59790,마사238793,128.907474,37.80579695,경포해변 중앙광장,2023-06-30,2023-07-02,전국 브루어리 맥주+로컬푸드+플로깅+비어도슨트+플리마켓+라이브공연+디제잉파티,강릉비치비어페스티벌추진위원회,강원특별자치도 강릉시청,,033-640-5130,,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001482,행사,행사,2023 경포 벚꽃 잔치,강원특별자치도,강릉시,5115013800,안현동,5115066500,경포동,421503220043,강원특별자치도 강릉시 창해로 514,25460,마사238793,128.907474,37.80579695,경포대 및 경포호 일원,2023-03-31,2023-04-05,"바다와 호수, 흩날리는 벚꽃 감상+시화전시+민속놀이 체험+공예체험+다도,약선차 시음 및 허브향기 치료법 체험+벚꽃운동회+벚꽃버스킹",강원특별자치도 강릉시청,강원특별자치도 강릉시청,,033-640-5130,,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001483,행사,행사,2023 경포 썸머 페스티벌,강원특별자치도,강릉시,5115013700,저동,5115066500,경포동,421503220002,강원특별자치도 강릉시 경포로 365,59778,마사229781,128.8965386,37.79556876,경포해변 일원,2023-07-30,2023-08-06,무더운 여름에 시원한 경포 해변에서 열리는 야외 축제,강원특별자치도 강릉시청,강원특별자치도 강릉시청,,033-640-5130,,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001484,행사,행사,2024 해돋이 행사,강원특별자치도,강릉시,5115013800,안현동,5115066500,경포동,421503220043,강원특별자치도 강릉시 창해로 514,11027,마사238793,128.907474,37.80579695,경포해변+정동진,2024-01-01,2024-01-01,해돋이 행사,강원특별자치도 강릉시청,강원특별자치도 강릉시청,,033-640-5130,,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001485,행사,행사,제15회 강릉 커피축제,강원특별자치도,강릉시,5115011100,포남동,5115057200,포남2동,421504460588,강원특별자치도 강릉시 수리골길 100,47746,마사232763,128.900008,37.77889329,강릉올림픽파크강릉스피드스케이팅경기장,2023-10-12,2023-10-15,전국 유명 커피업체 시음+커피 세미나+바리스타 경연대회+바리스타 퍼포먼스+커피관련 체험,강릉문화재단,문화체육관광부+강원특별자치도+강원특별자치도 강릉시청,,033-647-6802,https://www.coffeefestival.net/,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001486,행사,행사,제2회 강릉 와인축제,강원특별자치도,강릉시,5115010500,임당동,5115052000,중앙동,421503000145,강원특별자치도 강릉시 경강로 2111,57940,마사230738,128.8974693,37.75589225,월화거리 일원,2023-09-01,2023-09-03,"와인에 관련된 다양한 프로그램과 행사, 이벤트+와인 시음+와인 강의 등",강릉문화재단,강원특별자치도+강원특별자치도 강릉시청,,033-647-6802,https://gnwinefestival.com/,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001487,행사,행사,강릉문화재야행,강원특별자치도,강릉시,5115010700,용강동,5115052000,중앙동,421504460834,강원특별자치도 강릉시 임영로131번길 6 (용강동),25534,마사225735,128.8919029,37.75294455,강릉대도호부관아일원,2023-07-08,2023-07-10,역사문화시설 개방 및 전시체험+공연+프로그램 운영 등,강릉문화원,강원특별자치도+강원특별자치도 강릉시청,,033-823-3225,http://gncn.or.kr/web2021/main.php,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001488,행사,행사,강릉단오제 본행사,강원특별자치도,강릉시,5115012100,노암동,5115061500,강남동,421504460317,강원특별자치도 강릉시 단오장길 1 (노암동),25586,마사229730,128.8950714,37.74820212,강릉남대천 둔치 일원,2023-06-18,2023-06-25,지정문화재행사+전통연희한마당+무대공연예술제+국외초청공연+청소년어울림한마당+경연대회페스티벌+시민참여한마당+강릉무형문화대전+단오체험존+민속놀이행사 등,(사)강릉단오제위원회+(사)강릉단오제보존회,강원특별자치도+강원특별자치도 강릉시청+국립무형유산원+한국문화재재단,,033-641-1593,https://www.danojefestival.or.kr/,,2023-06-30,4201000,강원특별자치도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001489,행사,행사,장보고수산물축제,전라남도,완도군,4689025021,완도읍 군내리,4689025000,완도읍,468903300028,전라남도 완도군 완도읍 해변공원로 24,54572,다다312917,126.752759,34.317447,해변공원+장보고기념관 일원,2023-05-04,2023-05-07,전통노젓기+해조류김밥만들기+열린무대 등,완도장보고수산물축제 추진위원회,전라남도 완도군청,전라남도청+농협중앙회완도군지부,061-550-5411,www.wando.go.kr,,2023-07-13,4990000,전라남도 완도군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001490,행사,행사,청산도슬로걷기축제,전라남도,완도군,4689035021,청산면 도청리,4689035000,청산면,468903300023,전라남도 완도군 청산면 청산로 46,61147,다다408764,126.857789,34.1797101,청산도일원,2023-04-08,2023-05-07,나비야청산가자+청상도 릴레이걷기 등,청산도슬로우걷기축제추진위원회,전라남도 완도군청,전라남도 완도군청,061-550-5433,www.wando.go.kr,,2023-07-13,4990000,전라남도 완도군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001491,행사,행사,광주비엔날레,광주광역시,북구,2917010700,용봉동,2917059000,용봉동,291703162024,광주광역시 북구 비엔날레로 111,1002,다라443876,126.8892087,35.18309828,광주비엔날레전시관+양림동+무각사+광주광역시 일원,2024-09-07,2024-12-01,현대미술 전시+파빌리온전시+국제학술행사+마당시민체험,광주비엔날레재단+광주광역시청,광주비엔날레재단+광주광역시청,,062-613-3431,https://www.gwangjubiennale.org/gb/index.do,,2024-03-21,6290000,광주광역시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001492,행사,행사,광주프린지페스티벌,광주광역시,동구,2911013100,금남로1가,2911052500,충장동,291103009019,광주광역시 동구 금남로 245,1071,다라470838,126.9187301,35.14835809,5·18민주광장+국립아시아문화전당 주변,2024-09-27,2024-09-29,"거리공연(음악, 마임, 거리극 등)+시민참여 체험프로그램",광주문화재단,광주광역시청,,062-613-3182,http://fringefestival.kr,,2024-03-21,6290000,광주광역시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001493,행사,행사,광주김치축제,광주광역시,서구,2914012000,치평동,2914074500,치평동,291403160015,광주광역시 서구 상무공원로 101,1025,다라399844,126.8410957,35.1533934,상무시민공원 일원,2024-10-18,2024-10-20,김치 요리 경연대회+김치만들기 체험+김치마케팅+김치 전시,광주김치축제위원회,광주광역시청,,062-613-3992,http://kimchi.gwangju.go.kr,,2024-03-21,6290000,광주광역시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001494,행사,행사,무등울림축제,광주광역시,동구,2911012100,운림동,2911071000,학운동,291103159010,광주광역시 동구 의재로 222,8825,다라500821,126.9514045,35.1334851,전통문화관,2024-05-25,2024-05-26,국악공연+전통문화 체험+운림동 투어,전통문화관,광주광역시청,,062-670-8511,http://www.gtcc.or.kr/user,,2024-03-21,6290000,광주광역시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001495,행사,행사,광주스트릿컬처페스타,광주광역시,동구,2911011300,광산동,2911065500,서남동,291103159006,광주광역시 동구 문화전당로 38,8764,다라471836,126.9199945,35.14691559,국립아시아문화전당 일원,2024-06-06,2024-06-09,댄스배틀+팀퍼포먼스+그래피티 포토존+심사위원 쇼케이스,광주광역시청,광주광역시청,,062-613-3641,,,2024-03-21,6290000,광주광역시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001496,행사,행사,제19회 영양산나물축제,경상북도,영양군,4776025022,영양읍 서부리,4776025000,영양읍,477604751036,경상북도 영양군 영양읍 군청길 37,8799,마바440533,129.1126844,36.66735774,영양군청 일원,2024-05-09,2024-05-12,판매+체험+공연+부대행사,(재)영양축제관광재단,경상북도 영양군청,,054-680-6411,yftf.kr,,2024-03-20,5170000,경상북도 영양군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001497,행사,행사,2023 영양고추 H.O.T Festival,서울특별시,중구,1114010300,태평로1가,1114055000,명동,111402005001,서울특별시 중구 세종대로 110,17508,다사539520,126.9778284,37.56631769,서울광장,2023-09-18,2023-09-20,판매+체험+공연+부대행사,경상북도 영양군청,경상북도 영양군청,,054-680-6381,yyg.go.kr,,2024-03-20,5170000,경상북도 영양군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001498,행사,행사,2024 광주문화유산야행 돌의 기억,광주광역시,동구,2911011800,서석동,2911065500,서남동,291103159007,광주광역시 동구 서남로 1(동구청),17607,다라474835,126.9230951,35.1461414,"518민주광장, 광주읍성유허 등",2024-04-26,2024-04-27,8야(夜) 테마 문화유산 야간문화 향유 프로그램 운영,광주광역시 동구,광주광역시 동구,문화재청+광주광역시,062-608-2403,http://www.gjnight.com,,2024-02-23,3590000,광주광역시 동구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001499,행사,행사,제20회 광주 추억의 충장축제,광주광역시,동구,2911011800,서석동,2911065500,서남동,291103159007,광주광역시 동구 서남로 1(동구청),17519,다라474835,126.9230951,35.1461414,5.18민주광장 및 국립아시아문화전당+충장로+금남로+예술의 거리 등 광주 일원,2024-10-02,2024-10-06,공식행사+퍼레이드+전시+공연+체험+국제교류행사 등,광주광역시 동구,광주광역시 동구,문화체육관광부+광주광역시,062-608-4673,http://www.donggu.kr/index.es?sid=c8,,2024-02-23,3590000,광주광역시 동구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001500,행사,행사,제2회 광주 버스킹 월드컵,광주광역시,동구,2911011800,서석동,2911065500,서남동,291103159007,광주광역시 동구 서남로 1(동구청),55805,다라474835,126.9230951,35.1461414,금남로+5.18 민주광장 등 광주 전역,2024-10-02,2024-10-06,토너먼트 방식(온라인 예선을 거쳐 본선 진행)의 버스킹 공연,광주광역시 동구,광주광역시 동구,문화체육관광부+광주광역시,062-608-4673,http://www.buskersworldcup.com/kor/,,2024-02-23,3590000,광주광역시 동구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001501,행사,행사,제22회어방축제,부산광역시,수영구,2650010500,남천동,2650067000,남천2동,265003138008,부산광역시 수영구 남천동로100,44093,마라469845,129.1123694,35.14537016,광안리해변일원,2024-05-10,2024-05-12,광안리어방축제,수영구 축제위원회,부산광역시 수영구청,문화체육관광부+부산광역시,051-610-4062,suyeong.go.kr/festival,,2024-03-12,3380000,부산광역시 수영구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001502,행사,행사,제18회 영등포 여의도 봄꽃축제,서울특별시,영등포구,,,,,115603118021,서울특별시 영등포구 여의서로,44093,다사481484,126.9301289,37.52866136,여의서로 벚꽃길,2024-03-29,2024-04-02,제18회 영등포 여의도 봄꽃축제,서울특별시 영등포구청+영등포문화재단,서울특별시 영등포구청+영등포문화재단,서울특별시+국회+우리은행+산업은행+카카오모빌리티+호가든+노르디스크+제이크라+쿵푸팬더4+무노+붕어싸만코+마리아나관광청+해태+서울마리나,02-2670-3134,blossom.or.kr,,2024-03-25,3180000,서울특별시 영등포구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001503,행사,행사,2024 갑진년 정월대보름 달맞이축제,부산광역시,남구,2629010700,용호동,2629059000,용호3동,262903131015,부산광역시 남구 분포로 66-40,44093,마라476830,129.120141,35.13221534,용호별빛공원,2024-02-24,2024-02-24,무대+체험+전시+부대행사,부산광역시 남구,부산광역시 남구,,051-607-4064,https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000603002000000,N,2024-03-18,3310000,부산광역시 남구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001504,행사,행사,2024 제2회 안양일번가 넘버원 페스티벌,경기도,안양시,4117110100,안양동,4117151000,안양1동,411714346060,경기도 안양시 만안구 만안로223번길 7 (안양동),13992,다사488336,126.9223888,37.40040122,안양일번가 일대,2024-11-15,2024-11-17,"패션 버스킹, 쓰면『이루어진달」, 패션&뷰티 체험부스, 가수 및 동아리공연, 스탬프 투어 등",경기도 안양시,경기도 안양시,,031-8045-5122,https://www.anyang.go.kr/main/index.do,,2024-04-08,3830000,경기도 안양시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001505,행사,행사,군위 삼장군단오축제,대구광역시,군위군,2772032029,효령면 장군리,2772032000,효령면,477204742234,대구광역시 군위군 효령면 장군당 1길 24-6,44093,라마967923,,,효령면 고지바위권역다목적센터 일원,2022-06-03,2022-06-03,단오축제,군위문화원,군위문화원,대구광역시청+대구광역시 군위군청,054-380-6866,,,2023-07-13,5141000,대구광역시 군위군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001506,행사,행사,김수환추기경 사랑과 나눔 문화축전,대구광역시,군위군,2772025034,군위읍 용대리,2772025000,군위읍,477203018054,대구광역시 군위군 군위읍 군위금성로 270,44093,라바988044,,,김수환추기경 사랑과 나눔공원 일원,2022-10-29,2022-10-29,김수환추기경 문화축전,매일신문사,매일신문사,대구광역시청+대구광역시 군위군청,054-380-6065,,,2023-07-13,5141000,대구광역시 군위군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001507,행사,행사,평사리황금들판허수아비전시,,,,,,,,,,,,,경상남도 하동군 악양면 동정호 및 평사리 들판 일원,2022-09-09,2022-09-20,허수아비축제+전시+체험+판매,악양농민회,악양농민회,,055-880-2713,https://www.hadong.go.kr/02641/02652/02819.web,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001508,행사,행사,회남재숲길걷기,경상남도,하동군,4885040025,청암면 묵계리,4885040000,청암면,488504832220,경상남도 하동군 청암면 삼성궁길 86-15,44110,라라183940,,,경상남도 하동군 청암면 삼성궁 주차장 옆,2022-10-22,2023-10-22,숲길걷기+행사+공연+체험+판매,서경방송,서경방송,,055-880-2484,https://www.hadong.go.kr/02641/02652/02820.web,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001509,행사,행사,악양대봉감축제,,,,,,,,,,,,,경상남도 하동군 악양면 평사리공원 일원,2022-11-04,2022-11-06,먹거리축제+판매+전시,악양면 청년회,악양면 청년회,경상남도 하동군청+화개악양농협+대봉감발전위원회,055-883-5530,http://www.akyang.co.kr/,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001510,행사,행사,하동왕의녹차참숭어축제,,,,,,,,,,,,,경상남도 하동군 금남면 노량리 노량항 일원,2022-11-11,2022-11-13,먹거리축제+판매+전시+공연+대회,하동군어류양식업연합회,하동군수산업협동조합,경상남도청+경상남도 하동군청+수협중앙회+㈜수협사료+하동화력본부,055-884-3656,https://www.hadong.go.kr/02641/02652/02813.web,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001511,행사,행사,화개장터벚꽃축제,,,,,,,,,,,,,경상남도 하동군 화개면 그린나래광장,2023-03-31,2023-04-02,벚꽃축제+공연+경연+판매,화개면 청년회,화개장터벚꽃축제추진위원회,경상남도 하동군청,055-880-2493,https://www.hadong.go.kr/02641/02652/02807.web,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001512,행사,행사,하동야생차문화축제,경상남도,하동군,4885031026,화개면 운수리,4885031000,화개면,488503344009,경상남도 하동군 화개면 쌍계로 571-25,12805,라라130924,,,경상남도 하동군 화개면 일대,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),(사)하동야생차문화축제조직위원회,(사)하동야생차문화축제조직위원회,,055-880-2734,https://www.hadong.go.kr/02641/02652/02809.web,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001513,행사,행사,2023하동세계차엑스포,,,4885033000,적량면,4885033000,적량면,,경상남도 하동군 적량면 공설운동장로 207 일원+경상남도 하동군 화개면 쌍계로 571-25,39629,라라253743,,,경상남도 하동군 적량면 하동스포츠파크+하동군 화개면 하동야생차문화축제장,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),(재)하동세계차엑스포조직위원회,경상남도청+경상남도 하동군청,문화체육관광부+중소벤처기업부+농촌진흥청+한국관광공사+대한무역투자진흥공사+중소벤처기업진흥공단,055-880-7023,https://www.hadongt.co.kr/,,2023-11-27,5440000,경상남도 하동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001514,행사,행사,제13회 양천마라톤,,,,,,,,,,,126.877692,37.518372,안양천 해마루축구장,2024-04-27,2024-04-27,마라톤 대회(하프+10km+10km커플런+5km+5km가족런)+부대공연+이벤트 부스운영 등,서울특별시 양천구체육회,서울특별시 양천구청,,02-2620-3419,,,2024-03-20,3140000,서울특별시 양천구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001515,행사,행사,2024 양천구 반려동물 문화축제,,,,,,,,,,,126.8607872,37.528415,목동로데오패션거리,2024-06-01,2024-06-01,반려견 놀이터+반려용품 판매+체험부스 운영,서울특별시 양천구청,서울특별시 양천구청,,02-2620-3407,,,2024-03-20,3140000,서울특별시 양천구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001516,행사,행사,제6회 신정1동 마을축제,,,,,,,,,,,126.854136,37.520128,단지어린이공원,2024-10-26,2024-10-26,자치회관프로그램발표+플리마켓+먹거리부스+체험부스,신정1동마을축제추진위원회,서울특별시 양천구 신정1동주민센터,,02-2084-5381,https://www.yangcheon.go.kr/dong/sinjeong01/main.do,,2024-03-20,3140000,서울특별시 양천구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001517,행사,행사,KBS전국노래자랑 동작구편,서울특별시,동작구,1159010100,노량진동,1159051000,노량진1동,115903118026,서울특별시 동작구 노들로 688,52937,다사507463,126.9445243,37.51501192,노량진축구장,2024-04-13,2024-04-13,본선진출팀 경연+초대가수 공연,KBS한국방송공사,서울특별시 동작구청,,02-820-9657,www.dongjak.go.kr,,2024-03-26,3190000,서울특별시 동작구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001518,행사,행사,나루터 영화제,서울특별시,동작구,1159010800,대방동,1159066000,대방동,115903119011,서울특별시 동작구 노량진로 74,48967,다사499460,126.9340267,37.51275771,노량진축구장,2024-09-07,2024-09-07,가족영화상영+문화예술공연+먹거리부스운영,서울특별시 동작구청 문화정책과,서울특별시 동작구청,서울특별시,02-820-9657,www.dongjak.go.kr,,2024-03-26,3190000,서울특별시 동작구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001519,행사,행사,동작댄스데이,서울특별시,동작구,1159010900,신대방동,1159068000,신대방2동,115904160388,서울특별시 동작구 여의대방로20길 33,48953,다사487439,126.9189142,37.49538106,노량진축구장,2024-09-28,2024-09-28,댄스대회+길거리 댄스교습소,동작문화재단,서울특별시 동작구청,서울특별시,02-820-9657,www.idfac.or.kr/,,2024-03-26,3190000,서울특별시 동작구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N001520,행사,행사,옥정호벚꽃축제,전북특별자치도,임실군,5275025022,임실읍 이도리,5275025000,임실읍,457503277020,전북특별자치도 임실군 임실읍 수정로 30,48983,다마809357,127.2889393,35.61727597,옥정호 출렁다리 앞 특설행사장,2024-03-30,2024-03-31,공연+먹거리 및 체험 부스 운영+전시 등,전북CBS,"전북특별자치도 임실군, 운암면지역발전협의회",,063-640-4553,,,2024-04-11,4761000,전북특별자치도 임실군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
